stopId,stopName,stopStandardId,stopX,stopY,reMark
36273,기광산업,312032804,127.1189405,35.976385,
36271,기광산업,312032802,127.1188731,35.976099,
30162,기룡마을,311100162,127.00248405,35.75098566,
30163,기룡마을,311100163,127.00270974,35.75097489,
30902,기린네거리,306100902,127.15461162,35.83331422,지방노동청방향
30910,기린네거리,306100910,127.15505288,35.83345252,모래내시장방향
30704,기린대로 병무청,305100704,127.15240164,35.82134554,시청방향
30703,기린대로 병무청,305100703,127.15214193,35.82102609,병무청뱡향
36390,기린대로 월드컵경기장,305032456,127.0703816,35.8694907,
31089,기린대로.원대한방병원,306101090,127.11619494,35.8479443,원대병원앞
31094,기린대로.원대한방병원,306101095,127.11676511,35.84824786,원대병원맞은편
31271,기린대로경제통상진흥원,306101272,127.09288621,35.86015131,외곽방향
31264,기린대로경제통상진흥원,306101265,127.09252754,35.85976063,시청방향
30905,기린대로금암광장,306100905,127.1377309,35.8330432,기린로방향
30906,기린대로금암광장,306100906,127.13783588,35.83345839,외곽방향
31085,기린대로덕진공원,306101086,127.11969439,35.84624591,시청방향
31083,기린대로덕진공원,306101084,127.12136775,35.84574561,외곽방향
30827,기린대로현대병원,306100827,127.14283256,35.82894399,
30842,기린대로현대병원,306100842,127.14299561,35.82930275,
30699,기린봉,305100699,127.161608,35.8212485,
30696,기린봉,305100696,127.1612903,35.8209852,
30994,기린아파트,306100995,127.16294574,35.83802125,
31250,기린원,306101251,127.15825599,35.85863599,
31251,기린원,306101252,127.15807529,35.85873009,
31185,기린중,306101186,127.15818391,35.85423569,
31192,기린중,306101193,127.15760015,35.85455441,
30917,기린초교,306100917,127.15906367,35.83379185,
30908,기린초교,306100908,127.15884669,35.83349292,노동청방향
30804,기자촌입구.한옥마을서해그랑블,305100804,127.15365306,35.82708046,전고방향
30814,기자촌입구.한옥마을서해그랑블,305100814,127.15429251,35.82776073,성황당방향
36315,기전대재활승마장,305032381,126.9967549,35.8245861,
36316,기전대재활승마장,305032382,126.9969262,35.8246319,
30765,기전중.기전여고,305100765,127.10129958,35.82505656,시청방향
30772,기전중.기전여고,305100772,127.10080626,35.82532252,전주대방향
36575,기지제,305032641,127.0699845,35.8419064,
36574,기지제,305032640,127.0697953,35.8420725,
30387,꽃밭정이네거리,305100387,127.13461747,35.79650315,외곽방향
30385,꽃밭정이네거리,305100385,127.13558091,35.79654849,시청방향
30181,낙봉사입구,312100181,127.16234717,35.76048113,
30180,낙봉사입구,312100180,127.16221509,35.76038294,
36291,낙성리입구,312032821,126.9891785,35.8148501,
30604,낙성리입구,311100604,126.98983247,35.81485965,
36290,낙성리입구,312032820,126.9891111,35.8150031,
30603,낙성리입구,311100603,126.98958226,35.81483493,
30560,낙성리종점,311100560,126.99029179,35.81145235,
30561,낙성리종점,311100561,126.99013036,35.81146627,
30104,낙수동,311100104,126.99272245,35.727879,
30105,낙수동,311100105,126.99282641,35.72805205,
30597,낙수정,305100597,127.16328644,35.81430964,
30596,낙수정,305100596,127.16314232,35.81418114,
31784,낙평네거리,312101785,127.16304531,35.93063009,
31785,낙평네거리,312101786,127.16315713,35.93104006,
31763,낙평리,312101764,127.16395544,35.92685216,
31773,낙평리,312101774,127.16234212,35.92787194,
30160,난산마을,312100160,127.16433088,35.74940113,
30161,난산마을,312100161,127.16423397,35.74951589,
32201,난산삼거리,312032201,126.99593271,35.87778259,
32200,난산삼거리,312032220,126.995885,35.87805258,
31469,난산초교,311101470,126.99593339,35.87732774,
31467,난산초교,311101468,126.99608171,35.87709627,
30495,남고사,305100495,127.15656379,35.80508917,
30496,남고사,305100496,127.1564333,35.80516956,
36465,남고사아파트입구,305032531,127.1578615,35.8066136,
36464,남고사아파트입구,305032530,127.1579338,35.8065327,
32023,남고사입구,305102023,127.15795883,35.80737619,좁은목방향
32018,남고사입구,305100018,127.15791314,35.80751107,평화동방향
30098,남관,312100098,127.23219927,35.72335285,
30099,남관,312100099,127.23172784,35.72350102,
30633,남노촌,305100633,127.16103991,35.81621072,
30627,남노촌,305100627,127.16095519,35.8159242,
32415,남동마을,312032415,127.23713068,36.03770037,
32416,남동마을,312032416,127.23737445,36.03773797,
36022,남봉마을,312032688,127.1987028,35.9686128,
36023,남봉마을,312032689,127.1989359,35.9685413,
30573,남부시장,305100573,127.1488857,35.81273721,외곽방향
30558,남부시장,305100558,127.14973099,35.81132263,시청방향
31850,남악마을,312101851,127.20411573,35.94415409,
31851,남악마을,312101852,127.20398769,35.94419144,
31364,남정리,306101365,127.0180281,35.86804929,
31365,남정리,306101366,127.01779306,35.86805192,
31448,남정리입구,306101449,127.01745216,35.87564671,
31453,남정리입구,306101454,127.0174152,35.8759515,
31451,남정리입구,306101452,127.01766116,35.87579598,
36552,내원당마을,305032618,127.1710523,35.7933083,
36551,내원당마을,305032617,127.1709966,35.7933802,
30015,노점마을,312100015,127.1028337,35.6281886,
30016,노점마을,312100016,127.103002,35.6284946,
36389,녹동마을.상운리입구,305032455,127.157274,35.888646,
36388,녹동마을.상운리입구,305032454,127.1572692,35.8884837,
32097,농소전원마을,312032097,127.09899594,35.81865221,시내방향
32098,농소전원마을,312032098,127.09919185,35.8189421,외곽방향
31363,농수산시장 내,306101364,127.11700919,35.86798443,
31356,농수산시장 내,306101357,127.11694495,35.86778567,
31381,농수산시장.메가박스,306101382,127.1146514,35.86897,시청방향
31380,농수산시장.메가박스,306101381,127.1147953,35.868984,외곽방향
31481,농식품인력개발원,311101482,126.98614648,35.87793695,
31478,농식품인력개발원,311101479,126.98660066,35.87777917,
31529,농원,311101530,126.95913611,35.88430172,
31532,농원,311101533,126.95896395,35.88443408,
31744,농원1구,312101745,127.09261872,35.92343856,
31743,농원1구,312101744,127.09247486,35.92339396,
31757,농원2구,312101758,127.09027536,35.92603042,
31756,농원2구,312101757,127.09019942,35.92588932,
32123,농원삼거리,312032123,127.02402268,35.83462697,농원삼거리
32122,농원삼거리,312003212,127.02406364,35.83489769,농원삼거리
31722,농원입구,312101723,127.08999897,35.91948337,
31724,농원입구,312101725,127.0900371,35.91964643,
31983,농원종점,312101984,127.08866793,35.92735564,
31766,농원종점,312101767,127.0885037,35.92734387,
31496,농은마을,306101497,127.15067606,35.88006292,
31495,농은마을,306101496,127.15051623,35.88000647,
32208,농촌진흥청동문,312032208,127.0583812,35.83246031,
32209,농촌진흥청동문,312032209,127.05875961,35.83228302,
32118,농촌진흥청오공공원,312032118,127.05724821,35.83286486,
30343,농협공판장,305100343,127.1105547,35.7922449,
36429,농협공판장교차로,305032495,127.1069705,35.7935442,
36430,농협공판장교차로,305032496,127.106636,35.794048,
30725,농협태평지점,305100725,127.13762782,35.82253727,
30720,농협태평지점,305100720,127.13745777,35.82246074,
30373,농협평화지소,305100373,127.13135157,35.79506129,
36057,능암마을,312032723,127.1569511,36.0198148,
36058,능암마을,312032724,127.1570069,36.0197473,
30646,다가교,305100646,127.13925742,35.8173306,
30623,다가교서문교회,305100623,127.1395377,35.81552583,
36116,다리경로당,312032780,127.2575132,35.8819524,
36117,다리경로당,312032781,127.2576628,35.8819391,
31535,다리목,312101536,127.26037773,35.88457275,
31534,다리목,312101535,127.26054127,35.88447723,
36011,다자미마을,312032677,127.2836849,35.9104445,
36010,다자미마을,312032676,127.2836357,35.9101829,
31226,단암사,312101227,127.2093966,35.85653277,
31229,단암사,312101230,127.20918964,35.8565779,
31218,단암사,312101219,127.2088384,35.8561898,
31225,단암사,312101226,127.2086716,35.8563787,
36241,단지,305032347,127.2688715,35.9340741,
36242,단지,305032348,127.2687053,35.9340647,
36012,단지마을,312032678,127.2813344,35.9128024,
36013,단지마을,312032679,127.2813005,35.9130458,
36062,담곡마을,312032728,127.1755356,36.0020376,
36063,담곡마을,312032729,127.1754412,36.0020598,
30309,담원식당입구,311100309,127.0325203,35.7867721,
30310,담원식당입구,311100310,127.03228728,35.78696993,
36592,당마마을,305032658,127.0181937,35.8657476,
36593,당마마을,305032659,127.0181049,35.8657788,
36458,당마마을입구,305032524,127.015596,35.8672374,
36459,당마마을입구,305032525,127.0155789,35.867323,
30702,대곡,313100702,127.31576635,35.82063695,
30700,대곡,313100700,127.31591908,35.82061988,
31138,대농,312101139,127.01340558,35.85121459,
31137,대농,312101138,127.01331347,35.85111575,
32064,대덕경로당,312032064,127.10910251,35.66154768,
32065,대덕경로당,312032065,127.10928995,35.6615761,
30032,대덕마을,312100032,127.11241936,35.66092685,
30031,대덕마을,312100031,127.11225357,35.66124196,
32236,대덕삼거리,312032236,127.10988966,35.65770024,
32235,대덕삼거리,312032235,127.10964571,35.65778857,
31885,대륜산업,312101886,127.13232253,35.95550766,
31878,대륜산업,312101879,127.13178226,35.95519702,
30021,대모,312100021,127.11538059,35.64180444,
32252,대문안,312032252,127.04767346,35.79796539,
32251,대문안,312032251,127.04796259,35.79784149,
30353,대문안,311100353,127.04750798,35.79408791,
30359,대문안,311100359,127.04752133,35.79446159,
30376,대문안종점,312100376,127.04764591,35.79562666,
30377,대문안종점,312100377,127.04783026,35.795647,
32177,대방빌딩,312032177,127.06108976,35.83842258,
36550,대성경로당,305032616,127.1781448,35.7949504,
36549,대성경로당,305032615,127.1782332,35.7949777,
30450,대성동도로교통공단,305100450,127.1709477,35.8009501,시청방향
30445,대성동도로교통공단,305100445,127.1709038,35.80074242,외곽방향
36391,대성동종점,305032457,127.1690185,35.8004534,
36525,대성슈퍼,305032591,127.1422394,35.8347887,
36526,대성슈퍼,305032592,127.1421066,35.8347703,
36554,대성참조은아파트,305032620,127.1710162,35.7966757,
36553,대성참조은아파트,305032619,127.1711048,35.7966715,
31379,대송장례식장,306101380,127.1355747,35.8694636,차량등록소방향
31219,대승리,312101220,127.2925946,35.85594648,
31224,대승리,312101225,127.29251091,35.85606078,
31198,대승리입구,312101199,127.29029315,35.85453682,
31202,대승리입구,312101203,127.29017936,35.85470882,
32338,대아삼거리,312032338,127.2890165,35.97995104,
36253,대야,312032789,127.0425349,35.7927383,
32292,대야,305032292,127.04274653,35.79258606,
30781,대우빌딩,306100781,127.1465455,35.82578923,대우빌딩앞
30303,대율리입구,311100303,127.02953496,35.7861173,
30307,대율리입구,311100307,127.0290473,35.78651248,
36305,대율마을,305032371,127.0235042,35.7849141,
36269,대주코레스,312032800,127.1218837,35.9658213,
36275,대주코레스,312032805,127.1217364,35.9657821,
32303,대지마을,305032303,127.14308131,35.85806945,체련공원방향
32302,대지마을,305032302,127.14319628,35.8576737,호성동방향
32058,대진빌딩,316132058,127.10177856,35.82265835,전주대방향
32059,대진빌딩,316132059,127.10193323,35.82268204,기전여고방향
36084,대치,312032750,127.1528459,36.0425932,
36085,대치,312032751,127.151539,36.0419042,
30305,대판마을,312100305,127.2271997,35.78616674,
30306,대판마을,312100306,127.22742579,35.78617401,
31172,대한적십자사,306101173,127.0659653,35.8538202,
31168,대한적십자사,306101169,127.0662198,35.8538572,
36245,대흥리,305032351,127.2435334,35.8776497,
31468,대흥리,306101469,127.03941419,35.87727818,
36246,대흥리,305032352,127.2437331,35.8775509,
31466,대흥리,306101467,127.03972137,35.87700746,
31336,덕동,306101337,127.01375475,35.86584684,
31335,덕동,306101336,127.01386496,35.86582356,
36115,덕동마을,305032312,127.1919573,36.0661385,
36024,덕동마을,312032690,127.1921567,36.0662472,
30281,덕산마을,305100281,127.19801006,35.78189092,외곽방향
30289,덕산마을,305100289,127.19801334,35.78259605,시청방향
31650,덕암마을,312101651,127.17894358,35.90370641,
31651,덕암마을,312101652,127.17877556,35.90388552,
31106,덕일초중,306101107,127.11385266,35.84909503,덕일초중앞
31057,덕진경찰서,306101058,127.09439636,35.84355976,
31058,덕진경찰서,306101059,127.09327156,35.8436462,
31036,덕촌,306101037,127.09645064,35.84168682,
31039,덕촌,306101040,127.09679973,35.84196812,
36314,데크항공사거리,305032380,127.1254024,35.9541522,
36313,데크항공사거리,305032379,127.1252638,35.9541518,
31575,도계마을,312101576,127.17758986,35.89055594,
31576,도계마을,312101577,127.17726432,35.89060297,
31513,도도리,306101514,127.0173065,35.8839988,
31528,도도리,306101529,127.01714148,35.88422788,
36416,도도리입구,305032482,127.0203284,35.8763707,
36424,도도리입구,305032490,127.0201288,35.876388,
30934,도리실마을,311100934,126.9652228,35.83490253,
30933,도리실마을,311100933,126.96542764,35.83490254,
31112,도립국악원,306101113,127.11968893,35.84934543,도립국악원앞
31105,도립국악원,306101106,127.11891029,35.84907486,국악원맞은편
31169,도립여성중고 롯데마트,306101170,127.11979367,35.85361352,
30931,도매다리,306100931,127.15641016,35.83465968,주유소방향
30930,도매다리,306100930,127.1565985,35.83462885,유일여고방향
31305,도시첨단산업단지,306101306,127.08507649,35.86358541,외곽방향
31298,도시첨단산업단지,306101299,127.0852655,35.86308036,시청방향
30691,도토리골다리,305100691,127.13676333,35.82045026,진북교방향
30688,도토리골다리,305100688,127.13657217,35.82025314,다가교방향
30193,독배마을,305100193,127.06465206,35.76310092,
30192,독배마을,305100192,127.0648063,35.76306924,
32370,돈의마을,312032370,127.18965777,36.05235912,
32369,돈의마을,312032369,127.18990174,36.05237879,
30742,돌꼭지,312100742,127.0364036,35.8242533,
32048,돌꼭지,306032048,127.0363565,35.8243496,이서방향
31598,동계,306101599,127.01706647,35.89276591,
31599,동계,306101600,127.01697566,35.89276907,
30812,동국아파트,306100812,127.13292676,35.82763312,진북교방향
30808,동국아파트,306100808,127.13327081,35.82749939,학생회관방향
30465,동둔마을,311100465,127.01587995,35.80283064,
30466,동둔마을,312100466,127.01589931,35.80297515,
31977,동리,312101978,127.13062439,36.01257825,
31976,동리,312101977,127.13045681,36.01249756,
36095,동봉마을,312032761,127.231475,35.9801716,
36094,동봉마을,312032760,127.2315587,35.9800365,
32005,동부대로 농수산시장,306101998,127.1175725,35.8696339,가상정류장
36226,동부대로 농수산시장,306032307,127.1184873,35.8699127,
36247,동부대로고려병원,305032353,127.1680661,35.8407513,
36248,동부대로고려병원,305032354,127.168453,35.8409056,
31095,동부대로신기마을,306101096,127.16291741,35.84647497,
30941,동부대로아중천,306100941,127.17308208,35.83507318,
36209,동부대로여의역,306032305,127.0855709,35.8749239,
36210,동부대로여의역,305032319,127.0841438,35.8756177,
31129,동부대로전주역,306101130,127.160103,35.85042866,호성네거리방향
31102,동부대로전주역,306101103,127.16063486,35.84881087,우아네거리방향
30677,동부시장,305100677,127.15085875,35.81964957,병무청방향
30681,동부시장,305100681,127.15058311,35.81983521,충경로방향
31822,동상,312101823,127.29628865,35.93797499,
31821,동상,312101822,127.29613619,35.93790612,
32021,동서학거산황궁아파트,305102021,127.15377155,35.80678798,평화동방향
