stopName,stopX,stopY
고려온천아파트입구,127.0532862,35.9237561
고산고입구,127.20114092,35.97611364
고산고입구,127.20105277,35.97591272
고산농협,127.20494746,35.97549192
고산농협,127.2044494,35.9753476
고산사거리,127.20728256,35.9770131
고산사거리,127.2073242,35.97728377
고산사입구,127.2059475,35.9350544
고산사입구,127.2060639,35.9350547
고산새마을금고,127.2084186,35.9745874
고산새마을금고,127.2085178,35.9747589
고산성당,127.2108344,35.9751883
고산성당,127.2108903,35.9750802
고산시장,127.204958,35.9745879
고산시장,127.2051465,35.9746064
고산신기마을,127.18059075,35.96095614
고산신기마을,127.18077551,35.96087152
고산자연휴양림입구,127.2309205,35.9752431
고산자연휴양림입구,127.2310212,35.9749999
고산창포마을,127.26006699,35.98802108
고산터미널,127.20695051,35.9748106
고산터미널,127.20581534,35.97519123
고속버스터미널.불교회관,127.13009436,35.8343029
고속버스터미널.불교회관,127.13054921,35.83390745
고속버스터미널후문,127.12958796,35.83569905
고속버스터미널후문,127.1290611,35.8356764
고용노동부전주지청,127.16497601,35.83496455
고용노동부전주지청,127.1649914,35.8351482
고잔,127.02458106,35.89259892
고잔,127.0244804,35.89222628
고천마을,127.13986012,35.91286372
고천마을,127.13977806,35.91300145
곡천마을,127.0330693,35.8863494
곡천마을,127.032913,35.8865471
공단주유소,127.08900255,35.8540248
공단주유소,127.0884193,35.8538749
공수내다리,127.14953021,35.80524638
공수내다리,127.14952214,35.80600343
공술마을,126.97936655,35.88115799
공술마을,126.97921314,35.88103051
과학로 청완초교,127.12499475,35.92790433
과학로 청완초교,127.1253209,35.9289018
과학로완주소방서,127.1252694,35.92571
과학로완주소방서,127.1247817,35.9257085
관덕마을,127.2071535,35.9852862
관덕마을,127.2069755,35.985403
관암마을,127.1823042,35.8164993
관암마을,127.1818402,35.8162727
관전마을,127.1892934,35.8721958
관전마을,127.18909117,35.87233167
관촌시장,127.26851128,35.67670354
관촌시장,127.2686781,35.67680568
관촌터미널,127.26968769,35.6733015
관촌터미널,127.27006803,35.67326476
광진선수촌아파트,127.11787983,35.83396213
교동마을,127.11524579,35.68509328
교동마을,127.115395,35.68500367
교육대학교,127.15401613,35.81048588
교육대학교,127.15334569,35.80901653
교육대학교,127.1532378,35.808757
교육대학교전주천서로,127.15403064,35.81016151
구덕마을,127.07863257,35.76933959
구덕마을,127.07841406,35.76946892
구라마을,127.1780362,36.0337712
구라마을,127.1779812,36.0336448
구만리,127.15813098,35.90832815
구만리,127.15814036,35.90907386
구봉동읍사무소,127.16218734,35.93688778
구봉동읍사무소,127.16169754,35.93646965
구사마을,127.03056249,35.85331005
구사마을,127.03034143,35.85328123
구상마을,127.1942824,36.0061575
구상마을,127.1942216,36.0060852
구숙사공원,127.1472735,35.8418858
구숙사공원,127.1472064,35.8420298
구암,127.01882666,35.79870643
구암,127.01866907,35.79861279
구암리,127.14049246,35.74132942
구암리,127.14031486,35.74119258
구억마을,127.16480495,35.86822038
구억마을,127.16464154,35.86818835
구억정미소,127.17076223,35.86379562
구억정미소,127.17070131,35.86367829
구이면사무소,127.11982075,35.73152551
구이면사무소,127.12006301,35.73183549
구이신기마을,127.11278101,35.67555652
구이신기마을,127.11241915,35.67531501
구이중,127.120204,35.73424408
구이중,127.12044955,35.7342099
구이중앙교회,127.11997139,35.72446397
구이중앙교회,127.1202636,35.72401766
구이초교,127.12030727,35.72118644
구이초교,127.12043044,35.722048
구재마을,127.2714923,36.0398866
구재마을,127.2714145,36.0399134
구정마을,127.1118702,35.95097624
구정마을,127.1117425,35.95083037
구중리,127.0772,35.8846204
구중리,127.07695309,35.88533194
구중마을,127.1984639,36.0051538
구중마을,127.1990411,36.0051101
구하마을,127.2031446,36.0041827
구하마을,127.2032227,36.0040477
국립농업과학원,127.04130335,35.83339726
국립농업과학원,127.04095072,35.83326827
국립무형유산원,127.15718728,35.81075971
국립무형유산원,127.15871713,35.81064505
국립무형유산원,127.1581505,35.8091633
국립식량과학원,127.04786527,35.8376419
국립식량과학원,127.04813327,35.83744573
국립원예특작과학원,127.03331339,35.83511782
국립원예특작과학원,127.03357616,35.83535427
국립축산과학원,127.06056845,35.82540047
국립축산과학원,127.06391654,35.82490383
국립축산과학원,127.06261063,35.82678639
국민연금 기금운용본부,127.0696952,35.8355877
국민연금 기금운용본부,127.0689429,35.8354768
국민연금공단,127.0719831,35.8361459
국민연금공단,127.0722382,35.8360747
국민연금공단,127.0701188,35.8387692
국민연금공단,127.0702416,35.8385803
국민은행금암지점,127.13141174,35.8379584
국제재활원,127.23865453,35.9894017
굴신마을,127.04542411,35.89208305
굴신마을,127.04540731,35.89195941
근영여고,127.12264333,35.81698235
근영여고,127.12326236,35.81746507
금강고려화학,127.12563217,35.93881728
금강고려화학,127.12513539,35.93950364
금곡,127.187932,36.0025068
금곡,127.1878771,36.0023714
금구,127.00785721,35.77167081
금구,127.00797762,35.77177094
금구면사무소,127.01113284,35.77418989
금구면사무소,127.01104537,35.77410805
금구파출소,127.0109081,35.7756021
금구파출소,127.0110298,35.7757803
금산사,127.03981679,35.7189048
금산사,127.03978712,35.71874757
금상동,127.1931949,35.83934701
금상동,127.19317527,35.83944993
금상동보건소,127.1854903,35.8397432
금상동보건소,127.1855898,35.839766
금상동성당,127.18042152,35.84498335
금상동성당,127.18129329,35.84501386
금성교회,127.1509498,35.8431498
금성교회,127.1510224,35.8430237
금성마을,127.1258251,35.76465935
금성마을,127.12562776,35.76466046
금성자동차학원,127.16351897,35.87069764
금성자동차학원,127.16381439,35.87077149
금암1동주민센터,127.13363898,35.83678745
금암2동주민센터,127.1422854,35.8381023
금암2동주민센터,127.142391,35.8380215
금암광장,127.1373989,35.8330062
금암광장.청담한방병원,127.13642739,35.83369489
금암시립도서관,127.140352,35.8359191
금암시립도서관,127.1401833,35.8360061
금암시립도서관,127.1371527,35.83642889
금암중앙하이츠,127.13831493,35.83893341
금암중앙하이츠,127.13769274,35.83806254
금암초교입구,127.1369206,35.83655958
금천,127.04200605,35.79066021
금천,127.0416865,35.79072359
금하마을,127.18588406,35.84144892
금하마을,127.18600106,35.84161492
기광산업,127.1189405,35.976385
기광산업,127.1188731,35.976099
기룡마을,127.00248405,35.75098566
기룡마을,127.00270974,35.75097489
기린네거리,127.15461162,35.83331422
기린네거리,127.15505288,35.83345252
기린대로 병무청,127.15240164,35.82134554
기린대로 병무청,127.15214193,35.82102609
기린대로 월드컵경기장,127.0703816,35.8694907
기린대로.원대한방병원,127.11619494,35.8479443
기린대로.원대한방병원,127.11676511,35.84824786
기린대로경제통상진흥원,127.09288621,35.86015131
기린대로경제통상진흥원,127.09252754,35.85976063
기린대로금암광장,127.1377309,35.8330432
기린대로금암광장,127.13783588,35.83345839
기린대로덕진공원,127.11969439,35.84624591
기린대로덕진공원,127.12136775,35.84574561
기린대로현대병원,127.14283256,35.82894399
기린대로현대병원,127.14299561,35.82930275
기린봉,127.161608,35.8212485
기린봉,127.1612903,35.8209852
기린아파트,127.16294574,35.83802125
기린원,127.15825599,35.85863599
기린원,127.15807529,35.85873009
기린중,127.15818391,35.85423569
기린중,127.15760015,35.85455441
기린초교,127.15906367,35.83379185
기린초교,127.15884669,35.83349292
기자촌입구.한옥마을서해그랑블,127.15365306,35.82708046
기자촌입구.한옥마을서해그랑블,127.15429251,35.82776073
기전대재활승마장,126.9967549,35.8245861
기전대재활승마장,126.9969262,35.8246319
기전중.기전여고,127.10129958,35.82505656
기전중.기전여고,127.10080626,35.82532252
기지제,127.0699845,35.8419064
기지제,127.0697953,35.8420725
꽃밭정이네거리,127.13461747,35.79650315
꽃밭정이네거리,127.13558091,35.79654849
낙봉사입구,127.16234717,35.76048113
낙봉사입구,127.16221509,35.76038294
낙성리입구,126.9891785,35.8148501
낙성리입구,126.98983247,35.81485965
낙성리입구,126.9891111,35.8150031
낙성리입구,126.98958226,35.81483493
낙성리종점,126.99029179,35.81145235
낙성리종점,126.99013036,35.81146627
낙수동,126.99272245,35.727879
낙수동,126.99282641,35.72805205
낙수정,127.16328644,35.81430964
낙수정,127.16314232,35.81418114
낙평네거리,127.16304531,35.93063009
낙평네거리,127.16315713,35.93104006
낙평리,127.16395544,35.92685216
낙평리,127.16234212,35.92787194
난산마을,127.16433088,35.74940113
난산마을,127.16423397,35.74951589
난산삼거리,126.99593271,35.87778259
난산삼거리,126.995885,35.87805258
난산초교,126.99593339,35.87732774
난산초교,126.99608171,35.87709627
남고사,127.15656379,35.80508917
남고사,127.1564333,35.80516956
남고사아파트입구,127.1578615,35.8066136
남고사아파트입구,127.1579338,35.8065327
남고사입구,127.15795883,35.80737619
남고사입구,127.15791314,35.80751107
남관,127.23219927,35.72335285
남관,127.23172784,35.72350102
남노촌,127.16103991,35.81621072
남노촌,127.16095519,35.8159242
남동마을,127.23713068,36.03770037
남동마을,127.23737445,36.03773797
남봉마을,127.1987028,35.9686128
남봉마을,127.1989359,35.9685413
남부시장,127.1488857,35.81273721
남부시장,127.14973099,35.81132263
남악마을,127.20411573,35.94415409
남악마을,127.20398769,35.94419144
남정리,127.0180281,35.86804929
남정리,127.01779306,35.86805192
남정리입구,127.01745216,35.87564671
남정리입구,127.0174152,35.8759515
남정리입구,127.01766116,35.87579598
내원당마을,127.1710523,35.7933083
내원당마을,127.1709966,35.7933802
노점마을,127.1028337,35.6281886
노점마을,127.103002,35.6284946
녹동마을.상운리입구,127.157274,35.888646
녹동마을.상운리입구,127.1572692,35.8884837
농소전원마을,127.09899594,35.81865221
농소전원마을,127.09919185,35.8189421
농수산시장 내,127.11700919,35.86798443
농수산시장 내,127.11694495,35.86778567
농수산시장.메가박스,127.1146514,35.86897
농수산시장.메가박스,127.1147953,35.868984
농식품인력개발원,126.98614648,35.87793695
농식품인력개발원,126.98660066,35.87777917
농원,126.95913611,35.88430172
농원,126.95896395,35.88443408
농원1구,127.09261872,35.92343856
농원1구,127.09247486,35.92339396
농원2구,127.09027536,35.92603042
농원2구,127.09019942,35.92588932
농원삼거리,127.02402268,35.83462697
농원삼거리,127.02406364,35.83489769
농원입구,127.08999897,35.91948337
농원입구,127.0900371,35.91964643
농원종점,127.08866793,35.92735564
농원종점,127.0885037,35.92734387
농은마을,127.15067606,35.88006292
농은마을,127.15051623,35.88000647
농촌진흥청동문,127.0583812,35.83246031
농촌진흥청동문,127.05875961,35.83228302
농촌진흥청오공공원,127.05724821,35.83286486
농협공판장,127.1105547,35.7922449
농협공판장교차로,127.1069705,35.7935442
농협공판장교차로,127.106636,35.794048
농협태평지점,127.13762782,35.82253727
농협태평지점,127.13745777,35.82246074
농협평화지소,127.13135157,35.79506129
능암마을,127.1569511,36.0198148
능암마을,127.1570069,36.0197473
다가교,127.13925742,35.8173306
다가교서문교회,127.1395377,35.81552583
다리경로당,127.2575132,35.8819524
다리경로당,127.2576628,35.8819391
다리목,127.26037773,35.88457275
다리목,127.26054127,35.88447723
다자미마을,127.2836849,35.9104445
다자미마을,127.2836357,35.9101829
단암사,127.2093966,35.85653277
단암사,127.20918964,35.8565779
단암사,127.2088384,35.8561898
단암사,127.2086716,35.8563787
단지,127.2688715,35.9340741
단지,127.2687053,35.9340647
단지마을,127.2813344,35.9128024
단지마을,127.2813005,35.9130458
담곡마을,127.1755356,36.0020376
담곡마을,127.1754412,36.0020598
담원식당입구,127.0325203,35.7867721
담원식당입구,127.03228728,35.78696993
당마마을,127.0181937,35.8657476
당마마을,127.0181049,35.8657788
당마마을입구,127.015596,35.8672374
당마마을입구,127.0155789,35.867323
대곡,127.31576635,35.82063695
대곡,127.31591908,35.82061988
대농,127.01340558,35.85121459
대농,127.01331347,35.85111575
대덕경로당,127.10910251,35.66154768
대덕경로당,127.10928995,35.6615761
대덕마을,127.11241936,35.66092685
대덕마을,127.11225357,35.66124196
대덕삼거리,127.10988966,35.65770024
대덕삼거리,127.10964571,35.65778857
대륜산업,127.13232253,35.95550766
대륜산업,127.13178226,35.95519702
대모,127.11538059,35.64180444
대문안,127.04767346,35.79796539
대문안,127.04796259,35.79784149
대문안,127.04750798,35.79408791
대문안,127.04752133,35.79446159
대문안종점,127.04764591,35.79562666
대문안종점,127.04783026,35.795647
대방빌딩,127.06108976,35.83842258
대성경로당,127.1781448,35.7949504
대성경로당,127.1782332,35.7949777
대성동도로교통공단,127.1709477,35.8009501
대성동도로교통공단,127.1709038,35.80074242
대성동종점,127.1690185,35.8004534
대성슈퍼,127.1422394,35.8347887
대성슈퍼,127.1421066,35.8347703
대성참조은아파트,127.1710162,35.7966757
대성참조은아파트,127.1711048,35.7966715
대송장례식장,127.1355747,35.8694636
대승리,127.2925946,35.85594648
대승리,127.29251091,35.85606078
대승리입구,127.29029315,35.85453682
대승리입구,127.29017936,35.85470882
대아삼거리,127.2890165,35.97995104
대야,127.0425349,35.7927383
대야,127.04274653,35.79258606
대우빌딩,127.1465455,35.82578923
대율리입구,127.02953496,35.7861173
대율리입구,127.0290473,35.78651248
대율마을,127.0235042,35.7849141
대주코레스,127.1218837,35.9658213
대주코레스,127.1217364,35.9657821
대지마을,127.14308131,35.85806945
대지마을,127.14319628,35.8576737
대진빌딩,127.10177856,35.82265835
대진빌딩,127.10193323,35.82268204
대치,127.1528459,36.0425932
대치,127.151539,36.0419042
대판마을,127.2271997,35.78616674
대판마을,127.22742579,35.78617401
대한적십자사,127.0659653,35.8538202
대한적십자사,127.0662198,35.8538572
대흥리,127.2435334,35.8776497
대흥리,127.03941419,35.87727818
대흥리,127.2437331,35.8775509
대흥리,127.03972137,35.87700746
덕동,127.01375475,35.86584684
덕동,127.01386496,35.86582356
덕동마을,127.1919573,36.0661385
덕동마을,127.1921567,36.0662472
덕산마을,127.19801006,35.78189092
덕산마을,127.19801334,35.78259605
덕암마을,127.17894358,35.90370641
덕암마을,127.17877556,35.90388552
덕일초중,127.11385266,35.84909503
덕진경찰서,127.09439636,35.84355976
덕진경찰서,127.09327156,35.8436462
덕촌,127.09645064,35.84168682
덕촌,127.09679973,35.84196812
데크항공사거리,127.1254024,35.9541522
데크항공사거리,127.1252638,35.9541518
도계마을,127.17758986,35.89055594
도계마을,127.17726432,35.89060297
도도리,127.0173065,35.8839988
도도리,127.01714148,35.88422788
도도리입구,127.0203284,35.8763707
도도리입구,127.0201288,35.876388
도리실마을,126.9652228,35.83490253
도리실마을,126.96542764,35.83490254
도립국악원,127.11968893,35.84934543
도립국악원,127.11891029,35.84907486
도립여성중고 롯데마트,127.11979367,35.85361352
도매다리,127.15641016,35.83465968
도매다리,127.1565985,35.83462885
도시첨단산업단지,127.08507649,35.86358541
도시첨단산업단지,127.0852655,35.86308036
도토리골다리,127.13676333,35.82045026
도토리골다리,127.13657217,35.82025314
독배마을,127.06465206,35.76310092
독배마을,127.0648063,35.76306924
돈의마을,127.18965777,36.05235912
돈의마을,127.18990174,36.05237879
돌꼭지,127.0364036,35.8242533
돌꼭지,127.0363565,35.8243496
동계,127.01706647,35.89276591
동계,127.01697566,35.89276907
동국아파트,127.13292676,35.82763312
동국아파트,127.13327081,35.82749939
동둔마을,127.01587995,35.80283064
동둔마을,127.01589931,35.80297515
동리,127.13062439,36.01257825
동리,127.13045681,36.01249756
동봉마을,127.231475,35.9801716
동봉마을,127.2315587,35.9800365
동부대로 농수산시장,127.1175725,35.8696339
동부대로 농수산시장,127.1184873,35.8699127
동부대로고려병원,127.1680661,35.8407513
동부대로고려병원,127.168453,35.8409056
동부대로신기마을,127.16291741,35.84647497
동부대로아중천,127.17308208,35.83507318
동부대로여의역,127.0855709,35.8749239
동부대로여의역,127.0841438,35.8756177
동부대로전주역,127.160103,35.85042866
동부대로전주역,127.16063486,35.84881087
동부시장,127.15085875,35.81964957
동부시장,127.15058311,35.81983521
동상,127.29628865,35.93797499
동상,127.29613619,35.93790612
동서학거산황궁아파트,127.15377155,35.80678798
동서학거산황궁아파트,127.1537176,35.8065891
동성마을,127.1213679,35.6968855
동성마을,127.1214894,35.6969174
동아정밀공업,127.13966572,35.94628235
동아정밀공업,127.13940283,35.9462808
동암차돌학교,127.09381692,35.81097716
동암차돌학교,127.09411596,35.81095237
동적골,127.12479192,35.75288396
동적골,127.12508145,35.75301525
동전주우체국,127.14664986,35.84463013
동제마을,127.06334892,35.85836557
동제마을,127.06345516,35.85887418
동중학교,127.15118106,35.83842578
동중학교,127.15075133,35.83782996
동촌마을,127.15919066,35.9198927
동촌마을,127.15934129,35.91984653
동향동마을,127.2762606,36.0581454
동향동마을,127.2764156,36.058299
두목마을,127.28279201,35.81524728
두목마을,127.28298941,35.81524498
두방마을,127.12087473,35.74632438
두방마을,127.12067282,35.74621646
두억마을,127.19142252,35.89601705
두억마을,127.19150044,35.89588831
두억삼거리,127.1873329,35.8932992
두억삼거리,127.1873213,35.8934344
두현마을,127.07121707,35.83226303
두현마을,127.07170873,35.83179932
두현마을,127.12152971,35.74296698
두현마을,127.1217133,35.74310579
두현마을,127.07221289,35.83228875
둔산라송아파트,127.1221577,35.9605152
둔산라송아파트,127.1218746,35.96051358
둔산코아루1차아파트,127.12703871,35.96138092
둔산코아루1차아파트,127.126515,35.9618481
둔산코아루2차아파트,127.122735,35.96226927
둔산코아루2차아파트,127.12275813,35.96190743
뒷멀마을,127.1927733,35.8025848
뒷멀마을,127.1928617,35.8026166
득룡교,127.00516569,35.87545851
득룡교,127.0050109,35.87523353
득자마을,126.99889135,35.87678825
득자마을,126.99907499,35.87693501
득정마을,127.0346832,35.8509821
득정마을,127.0345557,35.8510131
땟골마을,127.0183037,35.8406049
땟골마을,127.0183363,35.8407133
떡정거리,127.10210921,35.77627977
떡정거리,127.10200712,35.77639583
라복마을,127.207468,36.0178732
라복마을,127.20762602,36.0181044
마교마을,126.96447282,35.83607146
마교마을,126.96463498,35.83616606
마그내다리,127.165439,35.9251687
마그내다리,127.1653387,35.9250368
마다리,126.99629893,35.84571051
마다리,126.99636443,35.84578316
마당재,127.16312986,35.82516776
마당재,127.16338169,35.82493459
마당재사거리,127.1614752,35.8238429
마동,127.06647227,35.79071324
마동,127.0663185,35.7905418
마산,127.05851095,35.79146435
마산,127.05867106,35.79121792
마수마을,127.24861103,35.86960469
마수마을,127.24846245,35.86950082
마암리,127.10274369,35.61587158
마암리,127.10256583,35.61501936
마암분교,127.12479327,35.59366113
마암초교,127.10541095,35.60420968
마암초교,127.10565233,35.60433766
마월리,127.19721877,35.85917531
마월리,127.19701981,35.85908985
마음마을,127.12023249,35.70631315
마음마을,127.12005222,35.70649648
마전교.본병원,127.11496336,35.82548646
마전교.본병원,127.11505463,35.82531421
마치교,127.2234877,35.7802009
마치교,127.2229458,35.7801275
마치마을,127.24443924,35.77606635
마치마을,127.24430907,35.77620521
마치삼거리,127.22563343,35.77898428
마치삼거리,127.22563831,35.77886217
마치신덕마을,127.23546009,35.77361691
마치신덕마을,127.23545066,35.773491
막은댐,127.10342204,35.61877348
막은댐,127.10364081,35.61870064
만동,127.12035677,35.98063526
만동,127.12066723,35.98063754
만동마을,127.1182119,35.97922195
만동마을,127.11806942,35.97938165
만성LH퍼스트리움,127.0748123,35.8369466
만성LH퍼스트리움,127.0739395,35.8376198
만성골드클래스정문,127.0788275,35.8461031
만성골드클래스정문,127.0793877,35.8469706
만성골드클래스후문,127.0783678,35.8492752
만성골드클래스후문,127.0778368,35.8491651
만성도시상가,127.0784492,35.8422609
만성도시상가,127.0782733,35.8420079
만성동로 TBN전북교육방송,127.0807222,35.8473738
만성동로 TBN전북교육방송,127.0805571,35.8471839
만성동로 만성시티프라디움,127.0772661,35.8398432
만성동로 제일풍경채아파트,127.0775322,35.839772
만성동로만성중흥S클래스,127.0803397,35.844298
만성동로만성중흥S클래스,127.0806283,35.8441637
만성시티프라디움,127.0746089,35.839777
만성시티프라디움,127.0736286,35.8388133
만성에코르,127.0773503,35.8448357
만성중흥S클래스,127.0776389,35.8447105
만성초등학교,127.06468753,35.83692619
만성초등학교정문,127.0656964,35.8356996
만성초등학교정문,127.0657399,35.835844
만수동마을,127.2527895,36.0444836
만수동마을,127.2528454,36.0443395
만절리고개,127.08156919,35.82308766
만절리고개,127.08120102,35.82352817
망산마을,127.12105396,35.71167618
망산마을,127.12052036,35.7119607
망산마을입구,127.12005316,35.70895595
망산마을입구,127.11988731,35.70889263
망월리,127.09597592,35.77467522
망월리,127.09574177,35.77449441
매곡교.시립도서관,127.14575373,35.8113473
매산교,127.1029292,35.6816419
매산교,127.10326139,35.68157227
매산마을,127.10219284,35.68232083
매산마을,127.10161752,35.68239766
매암노인회관,127.0272582,35.8738494
매암노인회관,127.0273803,35.8738048
매암마을,127.0277171,35.8760376
메가월드,127.1124312,35.8699511
메가월드,127.112454,35.8698105
면허시험장월드컵경기장,127.06874558,35.8629971
면허시험장월드컵경기장,127.06862571,35.86404003
면허시험장월드컵경기장,127.06967624,35.86418729
명곡,127.12832427,36.018054
명곡,127.12803297,36.01822566
명덕교,127.20873474,35.85426614
명덕교,127.20804751,35.85431732
명덕리,127.21157048,35.86274103
명덕리,127.21138946,35.86325931
명석마을,127.18560086,35.95188649
명석마을,127.18542517,35.9519516
명성아파트,127.0783473,35.8771889
명주골네거리.대자인병원,127.15287844,35.84548171
명주골네거리.대자인병원,127.15317879,35.84573059
명지목마을,127.31588889,35.94738056
명탄마을,127.125206,35.9224803
명탄마을,127.1249879,35.9224174
모고지마을,127.0129311,35.82085984
모고지마을,127.01292975,35.8206748
모다아울렛,126.994659,35.817286
모다아울렛,126.9936676,35.81652
모다아울렛종점,126.9921056,35.8184428
모래내,127.14384075,35.83167509
모래내,127.14373151,35.83203886
모래내시장,127.14549767,35.83305726
모래내시장,127.14490334,35.83301705
모래내입구,127.1423091,35.8328279
모래내입구,127.1424358,35.832968
모래재휴게소,127.31275137,35.82897536
모래재휴게소,127.31287862,35.82915033
모산종점,126.97206278,35.82926991
모산종점,126.97194033,35.82900931
모아엘가아파트,127.1221527,35.962892
모아엘가아파트,127.1219443,35.9628886
모악추모공원,127.0745004,35.767559
모악추모공원,127.0744556,35.767667
모악호수마을,127.1198941,35.7277121
모악호수마을,127.1200254,35.7280011
모정마을,127.22944364,35.79308925
모정마을,127.22934089,35.79323363
목련마을,127.0709176,35.7862034
목련마을,127.0707957,35.7862391
목효마을,127.16315294,35.87830184
목효마을,127.16328097,35.87847868
묘동마을입구,127.2287491,35.7892895
묘동마을입구,127.2289374,35.7892178
무관마을,127.11915341,35.98315002
무관마을,127.11882197,35.98303944
묵계,127.30618133,35.92442736
묵계,127.30603524,35.92435977
문장마을,127.14210557,35.99215504
문장마을,127.14164199,35.9922916
문정마을,127.12733296,35.77799535
문정마을,127.1279211,35.77781936
문정초교,127.12802794,35.77512521
문정초교,127.12812767,35.7751079
미남마을,127.2268892,36.0574192
미남마을,127.2269885,36.0575998
미래페이퍼,127.08532363,35.84963967
미래페이퍼,127.08472671,35.84963192
미래페이퍼교차로,127.0838226,35.848068
미산초교,127.109426,35.8832535
미산초교,127.1092948,35.8829105
미산초교,127.10936072,35.88305057
미산초교,127.10978066,35.8829579
미서마을,127.2245478,36.0601907
미서마을,127.224826,36.0600201
미치마을,127.09104106,35.70150085
미치마을,127.09073602,35.70130439
민목리,127.2526613,35.8122872
민목리,127.25295996,35.81224098
반곡삼거리,127.2870177,35.844155
반곡삼거리,127.2869788,35.8442
반교리,127.03112939,35.84409633
반교리,127.0312798,35.84406917
반월동 삼오아파트,127.07016309,35.8741509
반월동 삼오아파트,127.07013771,35.87385833
반월동농협,127.06406688,35.87402808
반월동농협,127.06404241,35.87422617
반월주공아파트,127.07261016,35.87383249
반월주공아파트,127.07245896,35.87412321
반월초교,127.07572981,35.87625094
반월초교,127.0757897,35.87566609
발단마을,127.114969,35.8713261
발단마을,127.1148112,35.8714139
밤티마을,127.31082744,35.88042722
밤티마을,127.31085424,35.87992166
방곡마을,127.13640555,36.00467973
방곡마을,127.13610882,36.00473908
방죽안마을,127.02774493,35.8650958
방죽안마을,127.02760176,35.86518307
배나무골,127.13868959,35.84124683
배매산,127.1252221,35.9488863
배매산,127.1256453,35.9508351
배미실새터,127.15962099,35.86891125
배미실새터,127.15973188,35.86917369
배을마을입구,127.14412739,35.93175899
배을마을입구,127.14408215,35.93120193
배을마을입구,127.14378914,35.93137801
배을마을입구,127.14394814,35.93168
백구,126.96995518,35.89038737
백구,126.9701521,35.89050602
백도마을,127.1622463,36.0025869
백도마을,127.1622457,36.0027221
백석,127.2346961,36.0884646
백석,127.2347634,36.0882845
백석네거리,127.12969941,35.88698345
백석네거리,127.12962516,35.88683883
백석마을,127.12746806,35.88839492
백석마을,127.12777806,35.88857992
백석제,127.12869961,35.88356675
백석제,127.12843519,35.88364057
백암마을,127.21847345,35.75219667
백암마을,127.21864727,35.75260431
백오동삼거리,127.0373494,35.7216148
백오동삼거리,127.0375371,35.7216606
백운암마을,127.2419025,35.895453
백운암마을,127.24281151,35.88925534
백운암마을,127.2417911,35.8956511
백운암마을,127.24303354,35.88920266
백자동,127.17164531,35.84183281
백자동,127.17091285,35.84109586
백자삼거리,127.1719365,35.8411902
백제대,127.12774868,35.99473314
